id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,Horse_power
51111,Nissan,Frontier SV,2012,77000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,21900,261.0
53713,Volvo,XC60 T6 Inscription,2019,150000,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,17000,330.0
30145,Ford,Mustang EcoBoost Premium,2017,67647,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,28000,310.0
36316,Cadillac,CTS Base,2010,81696,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,9499,270.0
5463,Land,Rover LR2 HSE,2010,66500,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,11900,230.0
29538,BMW,X6 xDrive50i,2016,76495,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,32850,445.0
24218,BMW,M3 Base,2002,117292,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,12300,333.0
22382,Ford,Expedition Max King Ranch,2021,7388,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,At least 1 accident or damage reported,53722,
23493,Lincoln,MKZ Reserve I,2016,90000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,20000,245.0
4059,Audi,A6 2.0T Premium Plus,2016,96000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,21990,252.0
47546,Nissan,Xterra Pro-4X,2012,126000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,9000,261.0
21647,Jaguar,XF 35t Prestige,2017,61000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,35000,340.0
4565,Lexus,RX 350 Base,2007,73948,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,None reported,22999,306.0
36775,Ford,Explorer XLT,2021,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Black,Ebony,None reported,23625,
36007,Jeep,Wrangler Unlimited Rubicon,2013,20172,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,24000,285.0
20909,Ford,F-150 XLT,2014,87500,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,22800,385.0
34317,BMW,M3 Base,2003,45000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,21995,333.0
14760,BMW,528 i xDrive,2015,83420,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,15999,240.0
3130,Ford,Explorer XLT,2021,35569,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed A/T,Gray,Ebony,None reported,27500,
14390,Jeep,Wrangler Sport,2002,103500,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Yellow,Gray,None reported,5500,190.0
31080,Genesis,G70 3.3T Advanced,2019,31000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,–,None reported,33000,365.0
20704,Cadillac,Escalade ESV Luxury,2015,159500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,28000,420.0
21567,Mercedes-Benz,GLS 450 Base 4MATIC,2019,33400,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Beige,None reported,55000,362.0
34712,Jeep,Gladiator Overland,2022,40000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,65000,285.0
15766,Porsche,911 Carrera S,2020,14269,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,28900,443.0
51903,Mercedes-Benz,E-Class E 350,2020,16900,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,35500,255.0
53664,Ford,F-150 XLT SuperCab,2006,207100,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,20500,300.0
3966,Lexus,GX 460 Premium,2015,79876,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,10500,301.0
39847,INFINITI,QX70 Base,2015,11600,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,130000,325.0
23572,Chevrolet,Camaro 2SS,2015,19200,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,41500,455.0
14987,Ford,F-150 XLT,2018,52100,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Black,None reported,37995,
36258,BMW,X7 xDrive40i,2023,8000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,52500,335.0
40987,Land,Rover Range Rover Sport HSE,2017,50340,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,50000,340.0
24432,Land,Rover Range Rover HSE SWB,2020,151933,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,At least 1 accident or damage reported,28890,395.0
30385,Toyota,Tacoma PreRunner,2008,86000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,18000,236.0
4573,Ford,F-250 XLT Super Duty,2004,170000,Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,6500,260.0
20974,Lincoln,MKZ Base,2015,67500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,15999,240.0
1580,Jaguar,F-TYPE R,2018,70891,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,33000,550.0
45550,Ford,Mustang GT Premium,2019,26840,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,42500,460.0
16937,Lexus,GX 460 Base,2015,147589,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,29500,301.0
467,Rolls-Royce,Ghost Base,2021,850,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,314900,563.0
51378,Lexus,RX 350 F Sport Performance,2020,45000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,28500,295.0
33314,Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,42500,270.0
36639,Dodge,Challenger R/T Scat Pack,1974,6217,–,–,–,Green,Gray,None reported,55000,
11803,Lincoln,MKZ Base,2016,66840,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,15500,263.0
23100,Subaru,Outback 2.5i Limited,2019,55000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,32100,175.0
22706,Mercedes-Benz,AMG S 63 Base 4MATIC,2019,67280,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,99999,577.0
11042,Mercedes-Benz,E-Class E 400,2016,30300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,29000,329.0
3253,BMW,X3 xDrive30i,2021,13500,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,63000,248.0
8221,Mazda,Mazda3 i Touring,2016,124000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,15499,155.0
11834,Mazda,Mazda6 Signature,2021,35550,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Soul Red Crystal Metallic,Deep Chestnut,None reported,45277,
51190,BMW,528 i xDrive,2016,38000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,27000,240.0
15458,Toyota,Tundra SR5,2019,65000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,34700,381.0
1394,Ford,Focus SE,2016,120000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,22500,160.0
23132,BMW,M3 Base,2016,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,46995,425.0
25289,INFINITI,Q50 3.0t Signature Edition,2017,49750,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,27950,400.0
40415,BMW,228 Gran Coupe i xDrive,2020,31100,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,26999,228.0
21684,BMW,X6 xDrive50i,2015,72500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,32300,445.0
47674,Chevrolet,Camaro 2SS,2017,62000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,40000,455.0
38359,Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,76900,469.0
1031,Chevrolet,Camaro 1SS,2021,7600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,30500,455.0
23997,Porsche,Cayenne Platinum Edition,2017,79995,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,30000,300.0
21584,Ford,F-150 Lariat,2021,33000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,57000,400.0
42674,BMW,335 i,2006,91491,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,10999,300.0
6342,Lexus,GX 460 Base,2010,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,13900,301.0
37117,Cadillac,ATS 2.5L Luxury,2007,63496,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,12900,202.0
40291,BMW,M4 Competition xDrive,2023,22500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Silver,None reported,78500,503.0
22431,Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,22995,227.0
13800,Mercedes-Benz,GLE 350 Base 4MATIC,2020,48102,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,24899,
44321,Chevrolet,Camaro 2SS,2020,35000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,53000,455.0
20112,BMW,X3 xDrive30i,2011,125575,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,9999,248.0
6946,Toyota,Tacoma Double Cab,2005,264893,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,6950,236.0
2709,INFINITI,QX80 Luxe,2016,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,19000,400.0
2487,Chevrolet,Silverado 1500 LT Trail Boss,2007,96000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,11500,355.0
22270,GMC,Terrain SLT-1,2013,11563,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,7500,182.0
9076,Ford,F-150 XLT,2021,69849,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Magnetic Metallic,Ebony Black,None reported,25884,
1397,BMW,328 i xDrive,2013,103990,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,13000,240.0
45559,BMW,M4 Competition xDrive,2023,1120,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Silver,None reported,134000,503.0
7059,Mercedes-Benz,G-Class G 550 4MATIC,2020,47000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,80000,416.0
24690,Ford,Expedition Max King Ranch,2022,29322,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Mesa,None reported,47645,
16580,Hyundai,Equus Signature,2010,143898,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,At least 1 accident or damage reported,9900,378.0
42709,Audi,RS 7 4.0T Performance Prestige,2017,54300,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,59000,605.0
17822,Lexus,LX 570 Three-Row,2008,135350,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,3990,383.0
31383,Porsche,911 Carrera S,2021,22000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,81900,443.0
546,Cadillac,XTS Luxury,2014,112465,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,10499,304.0
40096,Buick,Rainier CXL,2005,147589,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,7900,275.0
32921,BMW,M4 Base,2006,149460,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,12240,325.0
43651,Lincoln,MKS EcoBoost,2017,39000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,29000,365.0
32406,Ford,Fusion Hybrid SE,2018,64532,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Gray,None reported,25500,188.0
48097,Acura,ZDX Base,2013,101750,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,16000,300.0
3449,Volkswagen,Eurovan MV,2001,95426,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,At least 1 accident or damage reported,9000,140.0
20038,BMW,X2 xDrive28i,2020,29000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,29000,228.0
20846,Audi,SQ5 3.0T Premium Plus,2019,25000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,52500,349.0
46919,Lexus,IS 350 Base,2015,104733,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,22500,320.0
44737,Mercedes-Benz,CLK-Class CLK 350,2009,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,7800,268.0
34432,Lexus,IS 250C Base,2010,134000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,At least 1 accident or damage reported,9200,204.0
31319,Audi,GL-Class GL 450 4MATIC,2015,80300,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,17500,333.0
8111,Jaguar,F-TYPE R,2018,22000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,73000,550.0
39046,Audi,A7 3.0T Premium Plus,2014,87500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,20000,333.0
15654,BMW,M440 i xDrive,2021,35250,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,At least 1 accident or damage reported,83499,382.0
20735,RAM,1500 Rebel,2019,52105,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Black,At least 1 accident or damage reported,38500,295.0
23099,Nissan,Juke SV,2013,137483,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,At least 1 accident or damage reported,10000,188.0
44585,Lincoln,Navigator Reserve,2018,19300,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,51500,450.0
44325,Ford,Transit Connect XLT,2012,170000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,2500,136.0
29429,Chevrolet,Malibu 1LT,2012,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,4199,169.0
52650,GMC,Yukon XL Denali,2018,56842,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,32000,420.0
6828,Lexus,IS 350 Base,2011,100780,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,12500,306.0
50067,Chevrolet,Camaro Z28,2008,121500,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,15900,305.0
53937,Chevrolet,Corvette Base,2008,28514,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,32000,400.0
42605,BMW,X5 xDrive40i,2021,24000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,72000,335.0
47902,Cadillac,Escalade Sport,2021,72843,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Black Raven,Jet Black,None reported,40459,
40630,Acura,ILX Premium Package,2019,64552,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,34500,201.0
1470,BMW,X3 xDrive30i,2019,50000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,24000,248.0
9231,Audi,Q8 55 Premium Plus,2021,13000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,60000,335.0
42521,BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,20000,315.0
54133,Ford,Bronco Wildtrak Advanced,2023,1800,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,179900,315.0
34756,MINI,Cooper S Base,2012,118000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,17000,181.0
9617,Volvo,S60 B5 Inscription,2021,23600,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,32500,247.0
12369,Chrysler,Town & Country Touring,2012,74582,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,20000,283.0
14241,RAM,1500 Big Horn,2021,28220,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,288900,
5606,BMW,M3 Base,2001,81000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Gray,None reported,22500,333.0
39936,Jaguar,XK R,2013,58000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,12999,510.0
45308,Hyundai,Palisade Limited,2020,45815,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,29995,291.0
12340,Porsche,911 Turbo Cabriolet,2022,13800,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,52500,480.0
35120,Nissan,Frontier SV,2014,67000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,15500,261.0
22370,Audi,A3 2.0T Premium,2015,92203,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,20500,220.0
43281,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,64549,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,34250,362.0
12407,Ford,F-250 Lariat,2022,6600,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,84999,440.0
24045,Ford,F-350 King Ranch,2023,5200,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,White,Brown,None reported,69900,450.0
39008,BMW,X5 xDrive40i,2019,49899,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,65700,335.0
43874,Volkswagen,Jetta GLX VR6,2002,121800,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,16995,174.0
45872,Mazda,MX-5 Miata Base,1999,39800,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,16750,140.0
17004,BMW,X7 xDrive40i,2021,45000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,52000,335.0
36759,BMW,M3 Base,2008,74000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Black,None reported,35000,414.0
46817,Land,Rover Range Rover Evoque Pure,2015,86202,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,26000,240.0
16328,Porsche,Cayman Base,2014,60255,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,24000,265.0
21275,Jeep,Wrangler Unlimited Sahara,2008,122971,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Orange,Black,None reported,10999,202.0
27476,Ford,Expedition EL XLT,2010,204000,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,12000,310.0
2993,BMW,M5 Base,2015,20500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,67000,560.0
27785,Lexus,RX 300 4WD,2000,249083,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,2300,220.0
39078,Ford,Mustang GT Premium,2019,16850,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,50000,460.0
36955,Mercedes-Benz,GLS 450 Base 4MATIC,2016,67296,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,29497,362.0
35177,Toyota,Tacoma SR5,2017,65290,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,23000,278.0
40046,Toyota,Land Cruiser Base,2016,67200,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,69500,381.0
31910,Land,Rover Range Rover 5.0L Supercharged,2017,92000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,36500,510.0
421,BMW,X5 M Base,2018,18000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,64000,567.0
26797,Mazda,MX-5 Miata Base,1999,39800,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,13900,140.0
6543,Land,Rover Range Rover Sport SE MHEV,2022,19000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,55900,355.0
6767,Porsche,Cayenne Base,2016,87092,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,20900,300.0
19617,BMW,M5 Base,2013,116210,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,45000,560.0
12971,Audi,A6 2.0T Premium Plus,2017,99450,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,31000,252.0
9513,Mercedes-Benz,SL-Class SL 550,2012,21300,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,38500,382.0
32530,Lexus,RC 350 Base,2019,42780,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,34700,306.0
1858,Jaguar,F-PACE 25t Premium,2019,25000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,47850,247.0
