id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_per_year,milage_bins,horse_power
1117,Ford,F-150 XLT,2016,98000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,27000,12250.0,High,375.0
319,BMW,325 i,2003,74000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,4800,3523.0,Medium,184.0
41742,BMW,M4 Base,2020,25000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,50000,6250.0,Low,425.0
27981,Acura,ILX Technology Plus Package,2015,92000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,20900,10222.0,High,201.0
27462,Hyundai,Sonata GLS,2010,135000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,3999,9642.0,High,168.0
31074,Audi,S4 3.0T Premium Plus,2012,130000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,5000,10833.0,High,333.0
5812,Mercedes-Benz,G-Class G 550 4MATIC,2017,74000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,37000,10571.0,Medium,416.0
44571,GMC,Canyon Denali,2019,44741,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,39750,8948.0,Low,308.0
29722,Chevrolet,Trailblazer LS,2021,24965,Gasoline,1.2L I3 12V GDI DOHC Turbo,6-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,39990,8321.0,Low,
44944,BMW,335 i xDrive,2013,91500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,26000,8318.0,High,300.0
35085,Chevrolet,Suburban 1500 LT,2007,177000,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,10900,10411.0,High,320.0
52758,Mazda,CX-5 Grand Touring,2022,15895,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Deep Crystal Blue Mica,Black,At least 1 accident or damage reported,49427,7947.0,Low,
8668,Ford,Bronco Big Bend,2022,24000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,At least 1 accident or damage reported,68000,12000.0,Low,275.0
11917,Toyota,Camry LE,2004,165454,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,4000,8272.0,High,170.0
23549,Honda,Ridgeline RTL-E,2019,78000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,32999,15600.0,Medium,280.0
26770,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,50000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,47000,7142.0,Medium,362.0
11886,Jeep,Gladiator Overland,2019,52744,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,38900,10548.0,Medium,285.0
14890,Mercedes-Benz,C-Class C 300 4MATIC,2021,54423,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,130000,18141.0,Medium,255.0
46160,Chevrolet,Malibu 1LT,2017,54000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,20500,7714.0,Medium,169.0
51306,Ford,F-250 XLT,2014,122650,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,21500,12265.0,High,365.0
37619,GMC,Terrain SLT,2020,55018,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,29900,13754.0,Medium,310.0
23198,BMW,M8 Competition,2023,3500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,None reported,98000,3500.0,Low,617.0
39067,Ford,F-150 XLT SuperCab,2007,49620,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,10300,2918.0,Medium,300.0
14966,Mercedes-Benz,G-Class G 550 4MATIC,2017,38000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,29500,5428.0,Low,416.0
19262,BMW,X5 xDrive40i,2017,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,25999,7142.0,Medium,335.0
47378,MINI,Cooper S Clubman Base,2009,148740,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,9950,9916.0,High,172.0
15095,BMW,X6 M Base,2020,12800,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,76000,3200.0,Low,567.0
21397,BMW,X5 xDrive35i,2012,56837,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,13000,4736.0,Medium,300.0
54262,Jeep,Grand Cherokee Laredo,2011,98658,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,7200,7589.0,High,360.0
18832,GMC,Sierra 1500 SLT,2017,12941,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,39500,1848.0,Low,355.0
31821,Honda,Ridgeline RTL-E,2019,24651,Gasoline,3.5L V6 24V GDI SOHC,8-Speed Automatic,Black,Black,None reported,36570,4930.0,Low,
51165,Nissan,Versa 1.8 S,2010,56536,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,11250,4038.0,Medium,122.0
4038,INFINITI,Q50 3.0t Red Sport 400,2018,8755,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,68000,1459.0,Low,400.0
23770,Audi,S3 2.0T Tech Premium Plus,2018,38000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,31000,6333.0,Low,292.0
22463,BMW,320 i xDrive,2015,26000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,At least 1 accident or damage reported,29500,2888.0,Low,320.0
1282,BMW,840 i xDrive,2020,38500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,68500,9625.0,Low,335.0
6857,Lincoln,Navigator Base,2013,134000,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,16490,12181.0,High,310.0
43908,Dodge,Cube 1.8 S,2011,117000,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,12000,9000.0,High,122.0
40721,Ford,Bronco Outer Banks Advanced,2022,16500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,65999,8250.0,Low,315.0
37560,Ford,Mustang Base,2008,59700,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,9500,3731.0,Medium,210.0
35408,Toyota,Tundra SR5 Double Cab,2013,154247,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,17000,14022.0,High,310.0
5275,Ford,Transit-250 Base,2017,53000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,31000,7571.0,Medium,310.0
43124,Ford,F-150 Lariat,2008,213000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,9200,13312.0,High,365.0
25684,Lexus,IS-F Base,2016,50000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,133000,6250.0,Medium,416.0
33583,Porsche,911 Carrera,2015,11256,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,None reported,144900,1250.0,Low,350.0
4217,Land,Rover Range Rover Sport HSE,2019,41500,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,42900,8300.0,Low,375.0
9631,Land,Rover Defender SE,2021,22000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Beige,None reported,75000,7333.0,Low,395.0
29468,Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,46000,9500.0,Low,285.0
9736,BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,99999,1606.0,Low,503.0
19728,Ford,F-150 XLT,2012,198000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,12000,16500.0,High,365.0
1995,Buick,Enclave Avenir,2020,36544,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Dark Moon Blue Metallic,Ebony,At least 1 accident or damage reported,34562,9136.0,Low,
48780,Jeep,Compass Latitude,2012,105000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,6900,8750.0,High,158.0
31856,Pontiac,Solstice GXP,2017,111000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,15000,15857.0,High,260.0
51278,Ford,Expedition Limited,2023,9281,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,–,None reported,67900,9281.0,Low,400.0
21171,INFINITI,QX60 Base,2014,153800,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,7850,15380.0,High,265.0
4471,Dodge,Challenger R/T,2009,43000,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,35000,2866.0,Low,375.0
47733,Audi,A4 3.2 Premium Plus quattro,2010,147191,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,9900,10513.0,High,248.0
38929,GMC,Yukon SLE,2016,58816,Gasoline,5.3L V8 16V GDI OHV,A/T,Onyx Black,Jet Black,None reported,31331,7352.0,Medium,
12342,Hyundai,Genesis Coupe 3.8 Track,2008,120000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,10000,7500.0,High,306.0
21663,Jeep,Wrangler Unlimited Sport,2010,107000,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,17500,7642.0,High,205.0
26915,Genesis,G70 3.3T Advanced,2020,25470,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,61350,6367.0,Low,365.0
38851,Ford,Transit-350 Base,2022,31000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,53000,15500.0,Low,310.0
35154,GMC,Canyon Elevation Standard,2021,26000,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,38000,8666.0,Low,308.0
28867,Volvo,S90 T5 Momentum,2018,95000,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,33000,15833.0,High,250.0
45681,Subaru,Ascent Touring 7-Passenger,2019,71273,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Blue,Brown,None reported,28000,14254.0,Medium,260.0
4557,Ford,F-150 XLT,2020,23152,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,White,None reported,28250,5788.0,Low,
32527,Toyota,Highlander Hybrid Limited Platinum,2019,26800,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Black,None reported,29000,5360.0,Low,306.0
42782,Acura,TL 3.7,2015,72950,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,21500,8105.0,Medium,305.0
9197,BMW,M5 Base,2018,14000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,48000,2333.0,Low,600.0
36723,BMW,M550 i xDrive,2021,12700,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,90000,4233.0,Low,617.0
26206,Ford,Expedition Platinum,2021,719,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Platinum,None reported,44950,239.0,Low,
52298,Porsche,Panamera 2,2012,73000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,15400,6083.0,Medium,300.0
27036,Toyota,Tundra Hybrid TRD Pro,2021,7000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,29000,2333.0,Low,437.0
30381,BMW,M4 Base,2018,56235,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,40000,9372.0,Medium,425.0
53135,BMW,X5 xDrive40i,2019,4200,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,41000,840.0,Low,335.0
35456,Mercedes-Benz,GLS 450 Base 4MATIC,2017,67289,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,17500,9612.0,Medium,362.0
4494,INFINITI,QX60 Base,2016,71000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,20000,8875.0,Medium,265.0
35563,Porsche,911 Carrera S,2022,22000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,87500,11000.0,Low,443.0
44793,Toyota,Highlander Limited,2015,135140,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,19500,15015.0,High,270.0
6288,Land,Rover Range Rover Sport HSE,2019,75500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,21250,15100.0,Medium,340.0
912,Volvo,850 Turbo,1995,170000,Gasoline,–,A/T,White,Black,None reported,7500,5862.0,High,
7746,Chrysler,300 Touring,2005,98000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,25500,5157.0,High,250.0
39138,Audi,A7 55 Premium,2019,25300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Gray,Gray,None reported,55999,5060.0,Low,335.0
12798,Mercedes-Benz,E-Class E 350,2014,89563,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,23500,8956.0,High,302.0
11132,Ford,F-150 Lariat,2021,13650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,59999,4550.0,Low,375.0
52587,Acura,MDX 3.7L Advance,2012,46000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,None reported,20000,3833.0,Medium,300.0
23367,Land,Rover Range Rover P400 SE SWB,2020,2437,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,39500,609.0,Low,395.0
24562,Jaguar,XJ8 L,2004,137333,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,8500,6866.0,High,294.0
11781,Jeep,Wrangler Sport,2008,170000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,15100,10625.0,High,202.0
52149,BMW,X5 3.0si,2011,99700,Gasoline,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,12000,7669.0,High,260.0
39759,Ford,Bronco,2022,3596,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Black Onyx,None reported,28991,1798.0,Low,
45827,Mazda,Mazda6 Touring,2018,61145,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,At least 1 accident or damage reported,26500,10190.0,Medium,184.0
14552,Porsche,Boxster S,2005,106000,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,23000,5578.0,High,280.0
14377,Volvo,XC90 T6 Momentum,2018,40000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,30900,6666.0,Low,316.0
15145,Porsche,911 Carrera S,2017,105,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,43000,15.0,Low,400.0
12283,Ford,F-150 Lariat,2018,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,25999,7410.0,Low,325.0
13270,Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,14900,11823.0,High,242.0
38462,Lexus,RX 330 Base,2008,127500,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,10000,7968.0,High,230.0
41933,Jeep,Wrangler Sahara,2011,55000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,20000,4230.0,Medium,202.0
13151,Porsche,740 i,2016,91140,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,73000,11392.0,High,350.0
51090,Chevrolet,Suburban LTZ,2016,68653,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,36995,8581.0,Medium,355.0
1606,BMW,X3 xDrive30i,2019,50000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,21800,10000.0,Medium,248.0
38018,Porsche,Corvette Z06,2006,75137,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,18000,4174.0,Medium,505.0
23494,Aston,Martin Vantage Base,2020,65800,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,31450,16450.0,Medium,503.0
53424,Lincoln,MKZ Base,2016,65750,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,None reported,20000,8218.0,Medium,240.0
29738,Chevrolet,Suburban Premier,2017,95426,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,32300,13632.0,High,355.0
45589,BMW,750 i xDrive,2015,69350,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,43500,7705.0,Medium,445.0
9772,Jeep,Wrangler Sahara,2008,130000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,215000,8125.0,High,202.0
15088,Ford,F-150 XLT,2018,42200,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,49900,7033.0,Low,400.0
32740,Bentley,Continental GT V8 S,2022,13250,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,119900,6625.0,Low,521.0
36680,Ferrari,Roma Base,2022,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,96500,1500.0,Low,611.0
40072,Audi,S4 3.0 Prestige,2012,103010,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,17000,8584.0,High,333.0
13153,Ford,F-250 XLT,2018,97700,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,42000,16283.0,High,450.0
50205,Ford,Mustang GT Premium,2013,36000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,32000,3272.0,Low,420.0
1757,BMW,X5 xDrive40i,2015,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,43000,5555.0,Medium,335.0
6084,Porsche,911 Carrera,2019,15509,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,44400,3101.0,Low,379.0
32593,Mazda,Mazda6 i Touring,2017,102665,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,19800,14666.0,High,227.0
25048,Audi,A5 2.0T Prestige,2018,74000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,32000,12333.0,Medium,252.0
47683,Ford,F-250 Lariat,2018,50780,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,65000,8463.0,Medium,450.0
19741,BMW,M8 Gran Coupe Competition,2023,16280,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,96900,16280.0,Low,617.0
10312,Aston,Martin DBS Superleggera,2021,816,Gasoline,5.2L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Black,None reported,449995,272.0,Low,
48173,Alfa,Romeo Giulia Ti,2020,36000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,31000,9000.0,Low,280.0
8264,Chevrolet,Suburban High Country,2021,63866,Gasoline,6.2L V8 16V GDI OHV,6-Speed Automatic,Summit White,Jet Black,None reported,28991,21288.0,Medium,
34183,Dodge,Avenger SE,2016,141195,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Black,Gray,None reported,20470,17649.0,High,
14186,Mitsubishi,Lancer Sportback ES,2011,113000,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Gray,None reported,5800,8692.0,High,148.0
23612,Volkswagen,Jetta S,2007,122000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,11500,7176.0,High,140.0
18865,Plymouth,Prowler Base,2001,22300,Gasoline,253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,3850,969.0,Low,253.0
47583,Jeep,Gladiator Overland,2020,46000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,50000,11500.0,Medium,285.0
146,Ford,Transit-250 Base,2013,87500,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,26900,7954.0,Medium,310.0
35211,Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,21999,3625.0,Low,181.0
14241,RAM,1500 Big Horn,2021,28220,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,288900,9406.0,Low,
39900,GMC,Yukon XL Denali,2020,61830,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Summit White,Jet Black,None reported,162950,15457.0,Medium,
24235,Chevrolet,Camaro 2SS,2018,92000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,28500,15333.0,High,455.0
38591,BMW,X6 xDrive40i,2021,18000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,62000,6000.0,Low,335.0
16772,Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,46000,1500.0,Low,518.0
9193,Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,12000,10553.0,High,300.0
9832,Audi,S4 3.0 Prestige,2012,69100,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,26000,5758.0,Medium,333.0
43217,Subaru,Impreza WRX,2005,135000,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,8500,7105.0,High,224.0
26540,Chevrolet,Silverado 1500 Limited LT Trail Boss,2021,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,39500,17811.0,Medium,355.0
49229,Hyundai,Genesis Coupe 3.8 Track,2023,25000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,62000,25000.0,Low,306.0
50943,Lexus,LX 570 Three-Row,2017,64800,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,42000,9257.0,Medium,383.0
17642,BMW,435 i xDrive,2014,90347,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,21500,9034.0,High,300.0
42680,BMW,330 i xDrive,2013,125000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,24900,11363.0,High,248.0
27120,Audi,A4 2.0T Premium,2016,119000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,12000,14875.0,High,211.0
2564,Mercedes-Benz,C-Class C 300 4MATIC,2020,23152,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,29993,5788.0,Low,
